gene_symbol,Fgb
mouse_life_stage,E12.5
mouse_strain,C57BL
pvalue,0.8325669
gene_accession_id,MGI:99501
parameter_name,Center average speed
analysis_id,hz500d2xd21b9oa
parameter_id,JAXLA_OFD_017_001
