gene_symbol,Tbl1xr1
parameter_name,Transitional B Cells (CD21/35 low)
mouse_life_stage,Early adult
pvalue,0.08620449
mouse_strain,C57BL
gene_accession_id,MGI:2441730
parameter_id,IMPC_IMM_069_001
analysis_id,f543k3ocuh0nd51
