gene_symbol,Trim46
pvalue,0.5143071
parameter_id,IMPC_IMM_004_002
mouse_life_stage,Early adult
analysis_id,7lq652dyblup637
gene_accession_id,MGI:2673000
parameter_name,NKT cells (panel A) - % of live leukocytes (Panel A)
mouse_strain,C57BL
