gene_symbol,Ahcy
parameter_id,ESLIM_016_001_002
gene_accession_id,MGI:87968
mouse_life_stage,Early adult
parameter_name,Red blood cell count
mouse_strain,C57BL
analysis_id,v82ak09zl17l3m8
pvalue,0.2046639
