mouse_life_stage,E9.5
mouse_strain,C57BL
analysis_id,m60nty199610ike
pvalue,0.9477596
gene_accession_id,MGI:1924315
parameter_id,IMPC_HEM_030_001
gene_symbol,Ints7
parameter_name,Neutrophil cell count
