parameter_name,Tremor
gene_symbol,Mapkap1
analysis_id,lg8uw506fs22348
mouse_life_stage,E12.5
gene_accession_id,MGI:2444554
pvalue,0.4136831
mouse_strain,C57BL
parameter_id,TCPLA_CSD_030_001
