gene_symbol,Ints7
parameter_name,Head morphology
gene_accession_id,MGI:1924315
parameter_id,MGP_CSD_064_001
mouse_life_stage,E9.5
analysis_id,8p43v671a56vz2u
mouse_strain,C57BL
pvalue,0.749079
