parameter_id,IMPC_OFD_007_001
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
parameter_name,Whole arena resting time
gene_symbol,Snap23
gene_accession_id,MGI:109356
analysis_id,116rj11gs62ym6r
pvalue,0.4498889
