parameter_id,IMPC_CBC_006_001
mouse_strain,C55BL
analysis_id,80n71cg4kxz23pi
gene_accession_id,MGI:2446186
parameter_name,Total protein
mouse_life_stage,Middle aged adult
pvalue,0.3566105
gene_symbol,Lpgat1
