gene_accession_id,MGI:95457
gene_symbol,Mecom
mouse_strain,C3H
mouse_life_stage,Early adult
parameter_id,MGP_MLN_009_001
pvalue,0.188894
parameter_name,Effector Treg cells - % of Treg
analysis_id,lhd3gyy6ujxq1pf
