mouse_strain,C57BL
gene_symbol,C8b
gene_accession_id,MGI:88236
parameter_name,Body position
pvalue,0.9470054
parameter_id,ESLIM_008_001_001
mouse_life_stage,Early adult
analysis_id,46e41n1a1y35k64
