parameter_id,IMPC_ECH_005_001
mouse_life_stage,Early adult
analysis_id,uy59935j9otz452
gene_symbol,Atg4c
parameter_name,Fractional Shortening
mouse_strain,C57BL
pvalue,0.5356522
gene_accession_id,MGI:2651854
