parameter_id,MGP_IMM_041_001
analysis_id,s4zzhp79rqep69g
mouse_life_stage,Early adult
parameter_name,Total B cells - % of CD45+
gene_accession_id,MGI:1338032
mouse_strain,C57BL
gene_symbol,Sema6c
pvalue,0.6890893
