gene_symbol,Slc30a4
pvalue,0.2116747
analysis_id,k3m9z4afv55463k
mouse_life_stage,Middle aged adult
parameter_name,Resting Treg cells - % of CD45+
gene_accession_id,MGI:1345282
parameter_id,MGP_IMM_078_001
mouse_strain,C57BL
