gene_symbol,Galnt13
mouse_life_stage,Late adult
parameter_name,Startle Response
gene_accession_id,MGI:2139447
mouse_strain,C57BL
parameter_id,M-G-P_008_001_013
analysis_id,lkam7a58qmfd19t
pvalue,0.4288866
