gene_symbol,Galnt13
parameter_id,M-G-P_012_001_005
analysis_id,5k2aci1yut4k898
gene_accession_id,MGI:2139447
mouse_life_stage,Late adult
parameter_name,Body Weight
mouse_strain,C57BL
pvalue,0.4212176
