parameter_id,ESLIM_005_001_005
parameter_name,Bone Mineral Content
gene_accession_id,MGI:99915
analysis_id,kx98g1oghcfgobx
mouse_strain,C57BL
gene_symbol,Lamb3
mouse_life_stage,Early adult
pvalue,0.3893133
