gene_symbol,Bcs1l
parameter_name,Number of centre entries
parameter_id,ESLIM_007_001_015
mouse_strain,C57BL
mouse_life_stage,E9.5
gene_accession_id,MGI:1914071
pvalue,0.2343885
analysis_id,36l8735u4wafj68
