gene_symbol,Plcb1
parameter_id,IMPC_EYE_059_001
pvalue,0.1726656
analysis_id,6mw36v09ny5mdio
gene_accession_id,MGI:97613
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
parameter_name,Mean right eye lens density
