gene_symbol,Hspa5
mouse_strain,C57BL
parameter_name,Body position
analysis_id,4c44q5s388vxi19
pvalue,0.7644651
gene_accession_id,MGI:95835
parameter_id,ESLIM_008_001_001
mouse_life_stage,Early adult
