parameter_id,IMPC_ECG_004_001
gene_symbol,Nucks1
mouse_life_stage,Late adult
gene_accession_id,MGI:1934811
parameter_name,RR
mouse_strain,C57BL
analysis_id,04174xe6195ay6z
pvalue,0.9672473
