gene_symbol,Arpc2
parameter_name,Placenta Size
mouse_strain,129SV
analysis_id,csb403qm8dm9h8k
parameter_id,IMPC_GPP_004_001
pvalue,0.9937684
gene_accession_id,MGI:1923959
mouse_life_stage,Early adult
