pvalue,0.9242692
mouse_strain,C57BL
parameter_id,TCPLA_XRY_033_001
gene_accession_id,MGI:1913506
parameter_name,Tibia length
mouse_life_stage,Early adult
analysis_id,332g0ds68j99w37
gene_symbol,Ssr2
