gene_symbol,Nucks1
mouse_life_stage,Early adult
parameter_name,Center permanence time
pvalue,0.5618862
gene_accession_id,MGI:1934811
analysis_id,63r8m9o0dge4w8o
mouse_strain,C57BL
parameter_id,JAX_OFD_016_001
