parameter_id,IMPC_CSD_051_002
gene_symbol,Tox
gene_accession_id,MGI:2181659
mouse_life_stage,Early adult
analysis_id,9q906c713279d8r
parameter_name,Hindlimb nail - number
mouse_strain,C57BL
pvalue,0.08121018
