mouse_strain,129SV
parameter_id,IMPC_XRY_064_001
pvalue,0.6727476
gene_accession_id,MGI:99605
gene_symbol,Cntfr
analysis_id,x607icue96774c1
mouse_life_stage,Early adult
parameter_name,Thoracic processes
