parameter_id,JAX_OFD_021_001
pvalue,0.611711
gene_symbol,Orc2
mouse_strain,C57BL
parameter_name,Number of rears - total
analysis_id,rqomw56008p87n2
gene_accession_id,MGI:1328306
mouse_life_stage,E9.5
