gene_symbol,Eprs1
gene_accession_id,MGI:97838
mouse_strain,C57BL
analysis_id,ym554d9g9xdfl11
mouse_life_stage,E12.5
parameter_name,UIBC (unsaturated iron binding capacity)
parameter_id,IMPC_CBC_024_001
pvalue,0.5706661
