gene_symbol,Mecom
mouse_life_stage,E15.5
pvalue,0.8491379
analysis_id,avf8m744t6eelra
gene_accession_id,MGI:95457
mouse_strain,C57BL
parameter_name,Skull shape
parameter_id,CCP_XRY_001_001
