parameter_name,6kHz-evoked ABR Threshold
parameter_id,IMPC_ABR_004_001
mouse_life_stage,Early adult
analysis_id,8wleb95baiw74xn
mouse_strain,C57BL
gene_symbol,Ssr2
pvalue,0.5928008
gene_accession_id,MGI:1913506
