gene_symbol,Zyg11b
parameter_name,Light side time spent
parameter_id,JAX_LDT_002_001
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,423m1s22ar5n9i8
gene_accession_id,MGI:2685277
pvalue,0.5293168
