parameter_name,Startle response
pvalue,0.2724851
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,776g9cwc3953540
gene_accession_id,MGI:88071
gene_symbol,Arnt
parameter_id,IMPC_CSD_036_001
