gene_symbol,Tiprl
analysis_id,y167v6aa2cx89uu
mouse_life_stage,E9.5
parameter_name,Whole arena average speed
pvalue,0.06114478
mouse_strain,C57BL
parameter_id,JAXLA_OFD_009_001
gene_accession_id,MGI:1915087
