parameter_id,IMPC_XRY_059_001
pvalue,0.8994126
gene_accession_id,MGI:3588214
mouse_strain,C57BL
parameter_name,Shape of ribcage
analysis_id,eefa54z1gu3i34m
mouse_life_stage,Early adult
gene_symbol,Rufy4
