gene_symbol,Dmap1
mouse_life_stage,E12.5
pvalue,0.298433
gene_accession_id,MGI:1913483
analysis_id,wb47hog3qyc7ycm
mouse_strain,C57BL
parameter_id,IMPC_XRY_025_001
parameter_name,Tibia
