parameter_id,IMPC_GEO_011_001
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1914583
gene_symbol,Stk35
pvalue,0.8077246
parameter_name,Blood Vessel Morphology
analysis_id,hp3776t24643e6o
