gene_symbol,Fgb
analysis_id,5t6y1z9q34fyr3i
gene_accession_id,MGI:99501
parameter_name,Alkaline phosphatase
parameter_id,IMPC_CBC_014_001
pvalue,0.9067365
mouse_life_stage,E15.5
mouse_strain,C52BL
