gene_symbol,Nucks1
pvalue,1.163537e-05
parameter_id,HMGULA_CBC_005_001
gene_accession_id,MGI:1934811
mouse_life_stage,Late adult
mouse_strain,C57BL
analysis_id,22kfee29h5x3256
parameter_name,Creatinine
