parameter_id,IMPC_ACS_006_001
gene_accession_id,MGI:1914437
analysis_id,940a06q0qm931j6
pvalue,0.355402
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Response amplitude - S
gene_symbol,Zmynd19
