parameter_name,Magnesium
pvalue,0.6663363
gene_accession_id,MGI:2684980
gene_symbol,Mms22l
mouse_strain,129SV
analysis_id,rp2086nsj2srv3i
parameter_id,M-G-P_025_001_030
mouse_life_stage,Early adult
