parameter_id,IMPC_OFD_011_001
gene_accession_id,MGI:109356
gene_symbol,Snap23
analysis_id,se4s9v30mot7m4z
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.5564028
parameter_name,Periphery resting time
