gene_symbol,Tnfsf8
mouse_life_stage,Early adult
parameter_id,JAX_OFD_015_001
parameter_name,Center resting time
pvalue,0.1411355
mouse_strain,C57BL
gene_accession_id,MGI:88328
analysis_id,n070h109o215654
