parameter_name,Whole arena average speed
mouse_life_stage,Early adult
gene_accession_id,MGI:2674093
parameter_id,ESLIM_007_001_005
gene_symbol,Psd4
analysis_id,21mk69g6rdv731q
pvalue,0.1420498
mouse_strain,C57BL
