mouse_strain,129SV
mouse_life_stage,Early adult
pvalue,0.3933276
gene_symbol,Inpp1
analysis_id,om9289vwg32tv1c
parameter_name,PQ
parameter_id,IMPC_ECG_005_001
gene_accession_id,MGI:104848
