parameter_id,JAX_SLW_014_001
mouse_strain,C57BL
gene_accession_id,MGI:1918345
pvalue,0.6323133
mouse_life_stage,Early adult
gene_symbol,Kif24
parameter_name,Breath rate during sleep standard deviation
analysis_id,i6hr3syer94b539
