parameter_id,IMPC_OFD_007_001
parameter_name,Whole arena resting time
pvalue,0.635794
analysis_id,56ahi5yujts6x78
mouse_life_stage,E15.5
gene_accession_id,MGI:2444554
mouse_strain,C57BL
gene_symbol,Mapkap1
