parameter_id,IMPC_DXA_002_001
gene_symbol,Slc39a10
mouse_strain,C57BL
pvalue,0.3726491
analysis_id,0w87949iv780l74
parameter_name,Fat mass
mouse_life_stage,E9.5
gene_accession_id,MGI:1914515
