parameter_id,IMPC_DXA_002_001
gene_accession_id,MGI:1915033
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Fat mass
analysis_id,jio20x6mm7s1rw2
gene_symbol,Ahctf1
pvalue,0.4648266
