parameter_id,MGP_IMM_001_001
mouse_strain,C57BL
parameter_name,Total T cells - % of CD45+
pvalue,0.3454818
analysis_id,6t621jmkb9557bi
gene_accession_id,MGI:1914071
mouse_life_stage,E9.5
gene_symbol,Bcs1l
