gene_symbol,Orc2
mouse_life_stage,E9.5
pvalue,0.7584978
mouse_strain,C57BL
analysis_id,l6jjr43e4703t43
parameter_name,PP4 + pulse startle magnitude
gene_accession_id,MGI:1328306
parameter_id,ESLIM_011_001_010
