parameter_name,Distance travelled - total
mouse_strain,C57BL
pvalue,0.2607639
parameter_id,IMPC_OFD_020_001
mouse_life_stage,Early adult
analysis_id,llhpv0zffx762m7
gene_symbol,Slc28a2
gene_accession_id,MGI:1913105
