mouse_life_stage,Late adult
analysis_id,2xz476p692zz00g
gene_symbol,Secisbp2l
parameter_name,Neural tube closure
mouse_strain,C57BL
pvalue,0.3747955
gene_accession_id,MGI:1917604
parameter_id,IMPC_GEL_027_001
