parameter_id,HRWLLA_OFD_011_001
analysis_id,2fp30t3kosv8x35
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Periphery resting time
gene_symbol,Lurap1
pvalue,0.4713912
gene_accession_id,MGI:1915325
