parameter_name,Whole arena resting time
analysis_id,pl97z7xr5a27f2m
gene_symbol,Ivd
gene_accession_id,MGI:1929242
parameter_id,JAX_OFD_007_001
pvalue,0.8545721
mouse_strain,C57BL
mouse_life_stage,Early adult
