parameter_name,Startle response
pvalue,0.1507262
gene_symbol,Pld1
gene_accession_id,MGI:109585
mouse_strain,C57BL
analysis_id,mcm4392dc53x889
parameter_id,ESLIM_008_001_013
mouse_life_stage,Early adult
