gene_symbol,Cisd2
mouse_life_stage,Early adult
pvalue,0.8354154
analysis_id,52cn32vj65uyk1k
mouse_strain,C57BL
gene_accession_id,MGI:1914256
parameter_id,MGP_PBI_009_001
parameter_name,CD4+ CD44+ CD62L- alpha beta effector T cell percentage
