parameter_name,Whole arena resting time
gene_symbol,Ola1
gene_accession_id,MGI:1914309
parameter_id,HRWLLA_OFD_007_001
mouse_life_stage,Early adult
pvalue,0.2488616
analysis_id,mr0s3a1c1crx86r
mouse_strain,C57BL
