parameter_id,IMPC_OFD_017_001
mouse_life_stage,Early adult
analysis_id,y601c8dsy1pg9p0
gene_accession_id,MGI:2446274
pvalue,0.3266155
mouse_strain,C57BL
parameter_name,Center average speed
gene_symbol,Frmpd1
