pvalue,0.1483464
parameter_id,MGP_CSD_008_001
analysis_id,7y9kp69kn6adk47
gene_accession_id,MGI:109384
mouse_life_stage,Early adult
gene_symbol,Atf3
parameter_name,Startle response
mouse_strain,C57BL
