parameter_name,Embryo Size
gene_symbol,Slc17a9
pvalue,0.2539474
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,IMPC_GEO_019_001
gene_accession_id,MGI:1919107
analysis_id,2sc3o637c66f235
