mouse_life_stage,Middle aged adult
parameter_id,MGP_PBI_040_001
gene_symbol,AU040320
analysis_id,m4h40knoxlx4bf9
pvalue,0.8395496
parameter_name,Eosinophil number
gene_accession_id,MGI:2140475
mouse_strain,C57BL
