gene_symbol,Arpc2
mouse_strain,129SV
pvalue,0.5498049
analysis_id,8860b35q10o0mui
parameter_id,IMPC_IMM_004_002
mouse_life_stage,Early adult
parameter_name,NKT cells (panel A) - % of live leukocytes (Panel A)
gene_accession_id,MGI:1923959
