gene_symbol,Tox
mouse_life_stage,Early adult
parameter_id,MGP_CSD_030_001
pvalue,0.8252177
analysis_id,zd7q6426nmsam64
parameter_name,Limb coat/hair presence
gene_accession_id,MGI:2181659
mouse_strain,C57BL
