parameter_id,IMPC_XRY_022_001
mouse_life_stage,Early adult
parameter_name,Radius
mouse_strain,129SV
pvalue,0.7632139
analysis_id,lv4x5jg1px05604
gene_accession_id,MGI:1332236
gene_symbol,Cds2
